oktmo;date;pasta;legumes;bread;flour;rice;groats;potatoes;сucumbers_tomatoes;vegetables;roots;сabbage;fruit;sugar;candy;biscuits;mutton;beef;chicken;pork;fish;herring;curd;sour_creame;butter;milk_kefir;cheese;egg;margarine;oil;salt;spice;tea;cpi_1;cpi_2;cpi_3;pasta_value;legumes_value;bread_value;flour_value;rice_value;groats_value;potatoes_value;сucumbers_tomatoes_value;vegetables_value;roots_value;сabbage_value;fruit_value;sugar_value;candy_value;biscuits_value;mutton_value;beef_value;chicken_value;pork_value;fish_value;herring_value;curd_value;sour_creame_value;butter_value;milk_kefir_value;cheese_value;egg_value;margarine_value;oil_value;salt_value;spice_value;tea_value;ai92;ai95;ai98;dt;ai92_value;ai95_value;ai98_value;dt_value
99000000000;06.08.2019;67,43;89,97;72,18;32,66;54,28;35,13;33,52;57,67;40,07;49,1;29,34;88,8;43,36;311,39;193,79;0;0;177,4;228,75;0;203,49;382,46;226,83;677,46;67,55;489,5;4,41;131,64;78,11;18,39;29,2;68,43;5 406,21;4 626,43;5 435,95;2 642,82;344,34;5 523,37;1 314,34;863,57;1 986,30;2 531,59;2 847,46;481,38;1 032,41;501,18;4 064,20;3 967,91;729,13;1 287,92;0;0;2 703,39;747,32;0;346,06;394,79;370,95;247,76;6 190,31;634,09;36 301,65;33,29;1 684,37;647,5;3 639,74;1 861,33;43,47;45,4;45,85;48,14;37 146,86;26 389,38;3 002,31;15 309,39
99000000000;07.08.2019;66,12;93,48;70,25;40,65;50;34,5;33,71;55,95;40,83;50,42;29,44;91,7;43,34;304,88;194,44;0;0;182,9;230,49;0;201,11;384,16;225,11;676,93;68,55;478,79;4,43;0;77,61;18,31;31;68,19;5 403,09;4 624,71;5 450,76;2 206,86;308,78;5 709,78;1 112,31;877,62;1 578,29;2 029,93;2 147,16;473,06;607,13;408,98;3 610,40;3 443,12;691,84;1 111,71;0;0;2 355,17;687,76;0;288,97;315,43;342,38;242,54;5 033,21;520,88;30 201,00;0;1 628,72;726,42;3 018,37;1 690,06;43,47;45,4;45,83;48,16;38 070,04;30 729,68;3 099,32;14 636,69
99000000000;08.08.2019;64,53;87,86;70,1;31,32;49,64;33,66;33,24;58,46;40,58;50,05;29,78;94,2;42,76;287,72;189,53;0;364,88;188,01;232,85;0;187,74;378,51;226,45;672,67;68,86;477,49;4,51;0;79,22;17,39;27,65;68,1;5 346,77;4 572,95;5 403,44;2 212,46;265,65;5 454,08;940,85;846,42;1 790,60;1 904,72;1 790,07;451,41;506,56;407,88;4 023,50;3 085,34;747,26;1 042,18;0;85,71;2 307,03;706,8;0;313,94;321,76;329,76;225,46;4 777,39;584,14;28 000,00;0;1 534,15;482,13;3 285,42;1 566,00;43,59;45,53;45,97;48,16;39 381,37;27 749,07;2 584,08;14 855,73
99000000000;09.08.2019;66,67;93,67;71,38;33,73;55,94;31,85;35,77;59,35;45,55;48,35;29,78;83,5;38,84;296,89;191,45;0;375,46;185,81;249,42;0;234,9;382,33;226,21;678,36;67,22;498,61;4,53;136,37;78,53;18,12;33,28;68,61;5 357,87;4 588,55;5 346,06;2 684,95;402,56;6 087,05;1 554,06;947,67;2 399,62;1 769,14;2 045,71;716,24;1 058,38;496,39;5 038,00;7 800,60;811,42;1 273,02;0;142,13;3 148,31;989,18;0;294,14;382,33;342,68;294,2;5 032,34;721,33;36 787,00;32,78;2 069,79;739,38;4 367,54;1 978,52;43,6;45,48;45,96;48,15;44 066,32;30 725,04;3 769,53;13 857,38
99000000000;10.08.2019;70,1;93,12;74,22;30,54;55,35;31,49;33,62;73,69;45,37;46,1;29,14;86,1;38,78;303,6;195,83;0;386,29;185,76;269,76;0;202,4;388,81;226,98;557,12;66,98;486,78;4,61;0;77,87;18,44;30,87;70,4;5 381,06;4 605,57;5 346,34;2 354,59;341,45;4 437,65;1 270,76;931,53;2 335,81;2 577,51;1 788,87;687,58;879,73;413,13;4 074,60;7 059,04;712,92;1 061,71;0;179,18;2 692,09;945,28;0;309,1;282,38;315,88;359,73;4 537,77;652,54;30 740,00;0;1 961,83;809,72;3 827,93;1 777,02;43,59;45,51;45,94;48,17;45 212,74;32 575,36;3 620,83;14 941,49
99000000000;11.08.2019;67,5;96,69;73,19;34,27;48,28;34,46;32,79;74,79;42,16;46,66;28,83;89,9;38,84;300,2;189,18;0;297,59;189,39;278,85;0;198,98;386,4;224,58;676,37;67,96;490,25;4,68;0;80,1;19,4;28,48;64,44;5 312,82;4 541,62;5 317,30;2 208,52;294,71;4 099,70;1 396,00;937,01;1 710,55;2 378,66;1 305,42;455,44;866,28;449,45;3 557,30;5 477,83;639,16;1 045,77;0;188,04;2 218,00;578,76;0;235,28;269,03;293,08;230,87;4 457,15;569,74;31 495,00;0;1 525,70;528,86;3 222,05;1 459,09;43,61;45,49;45,97;48,13;37 327,01;27 888,62;3 194,46;12 517,56
99000000000;12.08.2019;64,18;88,59;71,69;34,08;52,44;30,47;35,96;75,84;41,55;49,06;29,14;92;42,6;285,88;194,74;0;307,7;192,61;250,64;0;197,01;382,75;228,38;677,84;66,28;474,27;4,54;134,54;78,95;18,8;30,42;72;5 311,27;4 537,50;5 343,38;2 112,41;324,4;5 122,50;837,63;834,55;2 103,39;1 208,95;1 473,26;416,14;668,62;475,31;4 038,40;2 730,45;843,44;1 045,36;0;222,6;2 462,81;903,47;0;259,63;307,42;275,6;219,9;5 523,98;644,31;29 066,00;36,4;1 643,26;490,47;3 184,55;1 751,08;43,58;45,5;45,96;48,19;39 610,08;30 355,82;3 716,11;13 268,88
99000000000;13.08.2019;65,3;91,63;71,78;32,72;58,96;36,74;36,2;75,28;40,4;48,82;28,94;92,7;42,75;299,6;200,43;0;321,53;185,26;289,39;0;208,85;375,23;223,28;682,42;68,9;498,81;4,51;0;78,39;18,33;30,34;70,12;5 379,67;4 600,58;5 406,61;2 150,61;312,85;4 727,60;1 055,71;675,83;1 793,06;1 278,33;1 429,62;511,18;687,26;410,34;3 593,60;2 694,25;671,66;963,26;0;212,13;2 480,38;577,81;0;247,43;343,68;269,46;209,06;4 396,05;530,18;28 854,00;0;1 695,01;636,19;2 959,07;1 758,00;43,59;45,51;45,96;48,17;42 767,55;30 686,43;3 557,41;14 362,93
99000000000;14.08.2019;67,55;89,34;70,74;33,28;57,74;36,61;36,71;76,85;45,09;49,26;28,78;96,2;42,5;300,29;196,82;0;353,37;190,05;282,01;0;193,76;376,68;229,52;662,97;68,43;487,81;4,39;135,66;79,76;19,48;28,49;65,5;5 436,85;4 651,69;5 481,86;2 530,17;387,81;6 470,81;1 561,18;880,95;1 930,42;1 776,23;1 713,10;655,53;1 027,24;626,74;4 105,90;3 304,41;802,64;1 196,25;0;145,73;2 950,21;751,36;0;392,62;332,18;374,5;287,34;6 091,01;684,34;37 858,00;34,23;1 957,35;592,61;4 159,86;2 000,39;43,59;45,51;45,96;48,13;36 520,16;27 320,75;2 313,60;14 723,06
99000000000;15.08.2019;65,79;90,71;73,12;32,21;58,66;37,23;36,56;78,46;41,37;48,53;28,63;105,6;42,52;314,01;195,05;0;374,28;184,48;277,37;0;193,34;375,65;231,98;680,22;68,63;510,58;4,5;135,66;80,26;18,35;27,71;67,81;5 526,78;4 720,76;5 616,38;3 048,40;489,81;6 112,49;1 858,25;978,4;2 199,61;1 915,09;1 987,31;609,14;1 055,85;631,81;3 978,00;3 700,01;912,31;1 392,86;0;143,37;3 661,74;830,06;0;475,46;415,71;389,07;306,52;5 957,02;711,46;43 626,35;41,47;2 209,14;658,71;4 585,17;2 404,12;43,6;45,49;45,97;48,17;40 299,99;30 638,64;2 758,63;15 133,90
99000000000;16.08.2019;64,94;88,71;72,01;32,79;52,62;35,53;36,44;78,04;45,14;48,33;29,08;101,8;42,25;312,62;196,54;0;330,56;181,8;284,93;0;200,53;388,06;232,5;675,2;68,35;517,46;4,59;131,23;79,43;19;30,44;66,37;5 451,50;4 657,40;5 525,97;3 112,20;479,36;6 696,39;1 999,21;1 114,42;2 347,28;2 308,37;2 095,60;801,36;1 259,30;724,81;4 670,40;3 778,22;870,69;1 416,18;0;219,81;3 842,68;1 030,97;0;525,88;414,87;416,14;322,33;6 570,95;758,88;42 835,00;38,26;2 442,51;652,19;4 540,04;2 124,94;43,61;45,5;45,97;48,17;40 484,27;33 819,24;3 467,30;13 821,31
99000000000;17.08.2019;72,03;98,47;72,99;33,91;58,36;36,02;35,81;80,2;41;47,48;28,74;106,8;42,51;339,46;210,23;0;359,38;186,86;282,1;0;219,14;386,36;238,05;688,17;68,34;505,15;4,61;137,38;79,64;18,59;30,07;70,92;5 538,73;4 730,62;5 636,84;2 827,78;411,58;5 656,05;1 934,45;1 139,79;2 218,20;3 677,00;2 203,38;801,57;1 166,48;787,86;4 303,80;3 872,48;730,33;1 267,76;0;182,1;3 851,35;1 110,97;0;370,88;372,59;346,74;336,23;6 060,92;852,29;42 975,00;41,77;2 355,51;828,28;4 717,99;2 256,89;43,58;45,48;45,97;48,13;40 017,82;35 093,49;3 228,48;14 005,57
99000000000;18.08.2019;70,99;93,72;72,35;33,61;52,89;38,88;36,86;79,75;44,91;45,82;28,16;113;41,64;317,25;189,95;0;311,68;182,04;292,43;0;234,44;382,94;230,98;679,91;68,38;498,15;4,51;134,68;80,17;19,04;31,14;74,26;5 484,25;4 678,58;5 605,01;2 474,12;351,41;4 926,87;1 812,29;1 014,40;1 940,54;2 882,60;1 644,27;756,86;1 054,82;693,44;3 220,10;3 571,67;723,85;1 242,09;0;192,12;2 893,88;797,62;0;277,52;337,58;341,66;303;5 468,71;675,72;42 392,00;29,89;1 982,63;521,28;3 767,00;2 041,10;43,62;45,51;45,94;48,17;34 517,33;28 950,29;2 856,03;10 897,78
99000000000;19.08.2019;69,44;92,42;72,18;33,75;52,38;36,93;38,65;83,08;40,81;50,34;28,7;89,6;42,54;344,53;203,93;0;400,66;182,99;284,81;0;199,28;383,63;229,46;677,86;68,55;508,38;4,36;131,63;80,87;19,37;31,6;68,64;5 511,16;4 717,50;5 529,20;2 372,31;375,22;6 207,98;2 008,95;1 074,03;2 182,25;1 760,43;1 672,52;568,19;1 064,79;712,18;5 374,70;3 195,02;659,04;1 225,12;0;117,05;3 025,46;730,05;0;368,49;469,54;457,84;301,65;5 821,56;665,92;33 159,00;36,66;1 958,57;495,3;3 989,19;2 147,65;43,61;45,49;45,97;48,16;35 427,27;28 427,16;2 167,34;12 711,86
99000000000;20.08.2019;66,83;84,77;72,94;33,53;58,28;34,96;40,11;87,98;44,13;49,81;28,59;106,7;42,59;326,08;206,16;0;336,91;181,97;292,05;0;200,82;373,86;230,33;682,48;68,72;504,23;4,57;124,72;76,22;18,88;29,39;67,95;5 522,73;4 714,44;5 621,97;2 462,90;359,69;5 608,85;1 753,75;826,2;2 030,23;2 129,11;1 802,31;666,67;783,1;612,98;3 991,30;3 221,84;667,7;1 260,98;0;140,26;3 203,81;739,12;0;405,11;430,16;401,49;250,67;6 241,75;677,37;33 693,00;34,77;2 249,20;439,82;3 819,68;2 013,03;43,6;45,5;45,96;48,17;37 114,75;28 786,81;3 438,34;13 158,20
99000000000;21.08.2019;69,35;91,72;72,99;33,83;52,18;36,26;43,24;90,94;40,19;50,9;28,84;106,7;42,46;332,35;188,74;0;349,74;185,78;283,36;0;213,77;376,54;231,22;689,24;68,87;491,03;4,55;136,38;74,5;18,08;32,51;64,3;5 572,12;4 753,78;5 668,70;2 483,58;361,04;5 932,74;1 259,51;920,19;1 912,23;1 285,31;1 675,93;642,05;997,19;580,85;3 528,70;3 147,94;676,32;1 390,00;0;118,96;3 248,70;744,16;0;388,85;443,99;340,35;275,04;5 358,70;689,54;35 953,00;32,13;2 127,65;655,17;4 130,90;1 880,46;43,61;45,48;45,97;48,14;35 290,38;26 344,88;2 411,61;13 180,70
99000000000;22.08.2019;66,65;93,6;73,13;32,71;49,07;36,04;43,81;93,54;40,24;49,78;28,74;115,3;42,23;329,76;195,86;0;311,62;183,18;286,7;0;203,09;368,62;235,97;687,63;68,01;504,24;4,31;129,62;76,69;18,47;30,69;72,77;5 544,94;4 721,61;5 682,18;2 576,19;344,24;5 800,07;1 745,27;1 029,16;1 911,70;3 188,58;1 818,61;665,3;788,44;762,25;3 182,80;3 248,17;664,45;1 222,70;0;138,57;3 223,87;799,35;0;403,9;433,74;352,52;268,31;6 337,64;698,47;34 445,00;32,84;2 009,76;503,86;3 628,66;2 049,59;43,62;45,5;45,98;48,16;31 221,43;24 465,95;2 426,68;11 532,53
99000000000;23.08.2019;66,7;92,7;72,27;33;51,03;36,98;43,52;95,78;40,67;53,09;28,81;114,8;42,44;318,69;197,61;0;373,34;191,67;286,43;0;218,91;371,79;236,85;695,8;68,19;505,66;4,61;136,55;75,87;17,91;29,6;71,95;5 664,77;4 832,39;5 802,85;2 616,67;372,63;6 173,59;1 580,64;1 186,20;1 928,29;3 314,42;1 911,30;701,65;1 117,14;675,21;3 804,10;3 346,92;727,41;1 342,07;0;202,53;3 351,29;887,44;0;427,7;452,69;395,54;290,03;6 379,57;773,51;35 921,00;30,32;2 390,92;639,12;4 162,16;2 041,11;43,62;45,49;45,97;48,13;37 097,68;30 652,24;3 325,63;15 493,76
99000000000;24.08.2019;73,87;87,15;74,34;31,57;63,06;37,28;45,59;93,96;37,07;49,82;28,89;116,4;42,57;347,13;201,47;0;436,57;191,54;299,48;0;219,6;374,72;232,13;698,67;67,42;520,1;4,75;135,57;75,89;19,29;33,22;74,93;5 804,38;4 954,07;5 933,08;2 217,25;406,91;5 331,60;1 714,66;807,12;1 811,80;1 939,74;1 890,77;830,53;1 189,25;590,8;3 837,40;3 427,10;648,44;1 118,33;0;117,42;3 070,92;829,59;0;390,97;376,88;349,57;268,43;5 754,40;658,65;34 725,32;32,46;2 014,60;668,72;3 949,73;2 021,98;43,62;45,51;45,96;48,16;32 367,75;30 132,63;2 852,35;12 727,58
99000000000;25.08.2019;70,13;83,52;71,99;32,54;55,15;36,53;43,12;93,48;36,21;49,92;28,33;114,6;42,03;315,14;195,46;0;392;187,99;291,51;0;213,35;363,32;224,46;679,18;68,83;510,03;4,1;120,89;75,96;18,86;29,35;65,23;5 631,61;4 805,14;5 768,79;2 340,63;389,11;4 860,72;1 588,90;934,77;1 629,92;1 362,51;1 643,12;688,3;724,19;598,73;3 205,70;3 288,65;663,92;1 124,15;0;108,2;2 631,96;664,27;0;268,83;347,41;316,31;276,11;5 101,35;568,66;31 351,00;33,75;1 817,51;548,91;3 622,86;1 693,79;43,59;45,51;45,98;48,17;31 572,38;28 739,17;2 413,89;9 545,51
99000000000;26.08.2019;66,13;96,45;71,64;31,47;57,56;35,67;45,91;96,86;36,3;49,14;28,81;98,4;42,16;312,75;200,93;0;0;185,15;286,03;0;212,9;376,1;231,11;685,08;68,9;493,21;4,73;124,52;76,54;18,6;33,09;66,85;5 586,23;4 772,61;5 649,70;2 367,32;282,46;5 930,00;1 304,10;706,21;1 884,16;1 464,29;1 367,29;627,9;911,03;463,92;3 770,20;2 835,16;662,61;1 174,84;0;0;2 667,97;699,67;0;278,14;364,09;312,05;247,36;5 348,63;630,08;29 968,00;33,16;1 851,59;403,79;3 443,14;1 881,18;43,63;45,5;45,97;48,19;31 513,92;25 919,61;2 600,27;13 892,38
99000000000;27.08.2019;64,16;97,46;73,02;32,74;60,42;36,72;46,08;88,88;37,89;52,42;29,04;114,4;42,52;321,9;200,86;0;335,95;187,07;285,03;0;220,4;377,34;228,21;692,04;68,23;511,5;4,65;0;79,31;18,27;32,06;71,79;5 631,02;4 796,81;5 759,26;2 342,37;298,5;5 682,17;1 209,33;708,73;1 905,86;1 752,49;1 625,54;683,73;664,49;573,98;3 083,90;2 847,63;636;1 146,28;0;168,15;2 825,13;731,65;0;303,13;359,23;390,23;252,85;5 391,06;629,38;30 060,00;0;1 634,55;411,64;3 331,03;1 830,82;43,59;45,48;45,96;48,11;31 844,35;25 697,58;2 642,70;13 326,09
99000000000;28.08.2019;64,83;96,19;70,37;33,31;63,73;36,99;46,13;91,91;30,3;50,28;28,09;114,4;42,6;307,5;197,64;0;336,32;182,04;280,36;0;215,16;373,54;231,23;666,13;68,37;513,22;4,72;132,05;81,07;19;29,19;65,19;5 551,08;4 728,78;5 696,02;2 903,63;373,46;7 492,56;1 597,30;776,93;2 296,22;1 962,63;1 737,52;568,53;786,5;603,74;2 805,60;3 430,09;916,14;1 434,47;0;181,98;3 198,95;609,71;0;332,51;380,35;395,46;321,32;6 023,51;628,92;34 571,00;33,92;2 208,22;589,87;4 040,75;2 092,53;43,55;45,5;46;48,32;44 131,88;32 774,69;2 566,35;14 497,48
99000000000;29.08.2019;66,65;98,74;72,1;33,28;56,65;36,09;46,01;88,6;30,4;49,84;28,89;114,3;42,39;344,41;200,96;0;392,06;187,06;285,69;0;221,33;377,49;235,61;690,35;67,94;514,46;4,67;128,46;79,74;19,29;29,76;62,97;5 673,56;4 836,67;5 807,59;2 397,34;335,23;6 037,62;1 280,89;824,17;1 825,76;1 811,00;1 798,33;653,81;955,62;498,57;3 140,50;2 993,34;642,69;1 239,16;0;131,55;2 933,49;700,7;0;331,75;383,01;359,38;265,64;6 131,29;655,77;33 288,00;28,37;1 757,66;526,15;3 355,37;1 867,36;43,61;45,5;45,96;48,15;29 210,17;25 162,59;2 361,88;12 748,11
99000000000;30.08.2019;62,61;98,44;73,46;32,91;62,29;36,63;45,7;89,82;34,32;50,69;22,01;114,1;39,23;331,88;199,85;0;394,48;180,22;288,54;0;225;383,57;235,01;684,7;69,02;510,63;4,91;127,56;79,65;18,71;33,82;64,54;5 671,08;4 835,14;5 807,16;2 980,05;360,71;6 646,34;1 579,22;864,37;2 326,53;2 113,54;2 141,29;726,98;1 132,33;753,42;3 899,60;4 792,88;792,84;1 451,60;0;148,43;3 317,62;1 013,90;0;400,17;438,6;403,24;311,1;6 108,97;806,26;42 367,00;38,4;2 002,74;494,38;3 878,73;2 021,66;43,58;45,49;45,97;48,17;33 681,33;26 652,67;2 753,87;14 211,57
99000000000;31.08.2019;63,67;105,85;74,48;34,38;56,47;35,57;43,64;91,71;34,12;49,99;20,93;115,1;38,69;328,92;205,58;0;404,48;182,45;285,19;0;232,83;386,15;233,75;699,04;69,21;479,27;4,82;128,78;78,52;18,92;33,17;70,28;5 680,82;4 842,86;5 821,51;2 941,00;347,03;5 629,24;1 528,52;989,31;2 104,02;1 504,30;1 934,67;679,2;831,09;725,68;3 206,40;5 314,92;695,43;1 171,53;0;178,14;3 428,11;1 082,56;0;345,38;378,85;385,01;318,37;5 384,59;1 010,07;39 350,00;40,05;2 140,78;558,51;3 988,05;1 990,83;43,63;45,52;45,96;48,15;33 129,24;26 449,83;2 992,13;11 077,91
99000000000;01.09.2019;64,53;103,23;73,36;32,87;64,31;38,85;44,56;92,07;34,02;50,14;20,47;117,9;38,45;367,85;202,28;0;389,88;178,08;289,81;0;226,33;369,91;226,82;684,74;69,3;515,97;4,75;0;78,02;18,9;30,72;73,35;5 653,91;4 819,06;5 815,15;2 839,99;343,61;5 311,55;1 565,34;691,9;1 682,14;1 932,81;1 670,21;648,58;919,77;749,17;2 796,50;4 736,40;674,35;1 188,33;0;103,22;2 837,35;556,81;0;253,47;342,28;369,63;286,09;5 476,82;678,94;41 840,10;0;1 782,33;478,34;3 655,45;1 989,40;43,6;45,48;45,97;48,1;31 328,88;24 088,38;2 500,26;8 419,13
99000000000;02.09.2019;63,5;102,87;71,38;32,76;59,38;37,97;44,56;91,55;32,64;49,24;25,68;113,1;42,41;347,55;213,86;0;394,15;187,99;290,26;0;225,35;371,79;235,52;689,1;69,77;504,92;4,65;0;79,47;17,99;28,37;71,5;5 659,44;4 829,84;5 798,00;2 433,15;283,3;6 918,17;1 144,34;754,29;1 700,91;1 430,87;1 447,98;505,44;1 000,84;581,91;2 845,60;2 880,85;692,68;1 165,02;0;130,79;2 681,28;595,37;0;242,18;396,17;314,21;275,57;5 667,68;629,01;31 127,00;0;1 580,26;808,39;3 004,69;1 773,15;43,6;45,47;45,96;48,21;27 128,39;20 861,51;2 540,86;10 487,75
99000000000;03.09.2019;62,37;90,51;72,87;38,88;58,26;38,59;43,64;95,94;35,79;51,6;27,48;114,4;42;345,52;205,3;0;328;191,48;281,2;0;222,12;371,41;229,88;672,58;69,18;505,72;4,67;0;77,97;18;31,46;71,91;5 591,51;4 765,35;5 729,80;2 616,65;346,92;6 683,97;1 156,73;777,11;1 834,32;1 337,23;1 440,69;647,48;1 009,31;496,45;2 682,50;2 697,95;625,91;1 236,39;0;92,16;2 538,17;652,75;0;295,44;390,72;356,78;305,52;5 232,05;593,12;32 047,00;0;2 055,64;448,62;3 170,34;2 160,39;43,59;45,5;45,96;48,15;33 927,99;25 893,88;2 503,59;13 316,20
99000000000;04.09.2019;65,47;94,71;72,96;33,5;55,4;39,56;43,55;80,86;33,58;58,09;27,81;112;42,3;332,13;192,69;0;325,31;194,71;283,91;0;233,64;336,43;233,62;676,47;69,05;501,6;4,76;0;78,8;18,67;31,29;73,54;5 561,90;4 740,77;5 669,43;2 329,41;343,77;6 185,64;1 118,24;919,47;1 511,17;1 230,75;2 014,91;519,21;831,21;513,95;2 787,60;2 622,16;586,11;1 214,19;0;133,8;2 443,68;641,74;0;284,22;431,28;345,35;306,61;5 796,37;620,19;31 959,00;0;1 968,86;419,69;3 196,82;2 321,56;43,58;45,48;45,94;48,17;34 862,14;27 114,60;1 999,75;14 963,96
99000000000;05.09.2019;64,69;86,73;71,82;34,69;56,78;42,51;45,01;91,92;34,42;58,49;29,04;113,2;42,58;315,87;203,54;0;373,98;194,09;275,96;0;198,35;384,59;234,67;682,48;68,39;500,3;4,75;0;78,83;18,95;32,38;71,35;5 682,44;4 845,24;5 817,63;2 679,17;310,64;6 285,90;1 006,55;767,28;1 418,06;1 623,07;1 531,34;538,86;730,74;587,96;3 066,00;2 721,15;644,53;1 226,46;0;124,8;2 607,54;807,4;0;358,08;371,1;320,08;266,33;5 752,71;605,37;33 243,00;0;1 814,15;452,69;3 657,55;2 237,08;43,6;45,49;45,96;48,19;32 340,86;23 645,40;2 112,04;12 493,58
99000000000;06.09.2019;63,98;99,75;72,3;34,1;58,01;40,53;44,56;91,9;37,18;57,64;29,44;112,1;42,27;304,77;201,31;0;375,7;199,04;294,14;0;223,85;378,82;228,12;678,98;68,12;514,42;4,87;132,2;77,87;18,7;30,45;65,67;5 712,95;4 874,28;5 822,54;2 916,29;379,04;6 872,84;1 190,48;818,36;1 686,42;1 912,98;1 866,44;845,06;819,23;493,22;3 136,70;3 097,56;803,99;1 357,24;0;151,98;3 264,31;838,29;0;354,56;442,31;431,87;308,7;6 394,25;668,46;37 668,00;35,42;2 323,49;467;3 796,45;2 152,28;43,62;45,5;45,95;48,15;36 151,04;27 281,22;2 498,02;16 121,61
99000000000;07.09.2019;64,24;96,06;75,56;34,03;64,08;36,75;40,53;84;36,05;54,78;29,52;115,8;41,86;310,29;204,47;0;409,58;198,07;288,96;0;217,86;384,29;231,8;682,03;68,08;523,9;4,86;138,29;77,86;18,5;30,73;70,29;5 769,31;4 921,69;5 883,99;2 844,49;336,34;5 348,71;1 442,43;863,99;1 975,30;1 660,91;2 204,80;1 001,80;1 188,09;528,74;3 436,00;3 145,89;690,56;1 209,50;0;196,03;2 958,57;1 000,30;0;338,95;385,94;391,5;289,06;5 613,92;736,6;34 297,00;31,05;2 152,65;514,54;4 020,11;2 060,85;43,6;45,5;45,96;48,17;34 275,91;28 733,74;2 916,71;11 103,41
99000000000;08.09.2019;67,89;96,6;71,91;34,29;61,06;38,81;35,69;81,83;34;54,91;29,29;118,8;41,12;321,55;200,29;0;419,93;193,89;295,15;0;224,09;348,94;228,47;666,4;68,54;513,57;4,69;141,96;78,25;19,28;29,76;70,82;5 660,60;4 834,79;5 807,44;2 215,88;231,87;4 566,93;1 274,94;605,12;1 314,42;2 654,83;1 672,83;801,96;844,76;430,41;2 448,70;2 141,97;490,31;1 053,84;0;117,94;2 230,69;535,52;0;244,87;310,31;286,16;273,82;5 170,10;530,28;33 005,00;27,67;1 560,06;439,89;2 758,07;1 759,57;43,59;45,51;45,98;48,15;26 138,53;22 157,07;2 626,13;7 846,02
99000000000;09.09.2019;63,63;90,98;73,66;33,94;56,2;35,9;37,48;82,48;37,35;53,81;29,52;110,2;41,92;327,61;199,48;0;320,38;191,84;288,68;0;225,4;381,13;228,98;677,48;69,33;513,98;4,75;136,38;78,73;19,21;30,84;66,42;5 551,41;4 735,39;5 655,86;2 627,82;389,66;5 770,14;1 158,06;887,15;1 876,01;1 447,34;1 861,22;955,39;812,78;490,54;2 788,80;2 998,90;620,91;1 148,25;0;198;2 791,79;678,63;0;299,92;340,46;385,29;282,99;5 946,44;602,96;32 838,00;32,15;1 960,65;468,22;3 201,49;2 060,00;43,6;45,5;45,96;48,17;32 916,50;26 128,87;2 231,42;13 397,99
99000000000;10.09.2019;61,75;92,83;72,54;33,02;61,46;38,25;36,76;83,27;34,77;53,14;29,5;111,4;42,04;324,87;203,71;0;348,15;189,66;284,24;0;217,87;381,77;225,03;660,88;68,71;504,35;4,85;127,19;78,12;18,29;30,92;76,09;5 549,13;4 734,53;5 667,97;2 933,79;436,62;6 388,15;1 311,49;778,9;1 959,48;1 929,39;1 815,33;929,61;1 103,43;524,47;3 352,10;3 369,84;681,73;1 272,68;0;113,85;2 958,92;765,46;0;333,16;369,26;371,87;284,21;6 124,88;685,49;34 446,00;35,29;2 058,83;459,65;3 714,94;2 132,92;43,59;45,5;45,94;48,18;33 386,48;27 008,64;2 246,48;11 814,80
99000000000;11.09.2019;61,29;94,78;71,13;33,57;61,76;39,15;36,18;79,86;32,54;53,32;29,86;107,9;43;291,9;198,73;0;333,87;190,36;288,25;0;229,69;341,06;221,74;666,23;69,14;502,87;4,87;125,04;78,93;18,66;28,65;74,42;5 450,49;4 653,80;5 550,21;2 959,30;386,51;7 082,21;1 254,66;915,35;1 916,03;2 159,32;1 945,90;969,35;1 133,38;563,7;3 679,40;3 231,83;783,12;1 316,32;0;192,3;3 003,56;815,25;0;292,23;505,89;458,19;309,72;5 674,23;683,34;35 307,63;47,92;2 106,92;429,19;4 172,59;2 399,71;43,61;45,46;45,96;48,17;37 347,59;30 057,60;2 585,95;13 734,55
99000000000;12.09.2019;58,16;87,04;72,39;33,91;49,82;34,85;35,23;75,8;33,51;52,29;29,37;111,1;42,03;319,54;201,87;0;366,04;187,97;269,42;0;218,65;367,45;227,14;664,89;69,2;492,96;4,63;129,69;78,38;19,3;29,1;75,85;5 504,15;4 697,24;5 627,55;3 013,13;406,41;7 410,92;1 278,50;1 051,30;2 164,08;2 065,91;1 943,84;970,52;1 093,59;557,04;3 361,50;3 413,66;698,51;1 293,65;0;92,23;2 964,83;735,06;0;282,48;442,19;378,01;285,62;5 935,93;645,06;32 754,00;42,17;1 822,37;581,69;3 814,98;2 229,31;43,61;45,5;45,99;48,1;32 910,48;24 192,77;1 278,76;13 408,43
99000000000;13.09.2019;63,83;97,34;72,73;33,84;54,18;36,38;34,97;80,13;32,59;52,93;32,03;111,4;40,92;321,86;204,56;0;307,43;192,65;260,38;0;225,9;381,73;223,34;664,4;67,64;499,9;4,5;120,61;76,9;19,91;31,08;77,72;5 453,06;4 645,25;5 577,28;2 885,18;455,35;6 820,12;1 737,96;1 026,82;2 066,50;2 124,98;2 469,40;1 001,11;1 340,69;507,44;3 868,30;3 634,59;776,88;1 331,55;0;214,12;3 825,02;1 344,17;0;385,82;438,23;464,25;342,13;6 359,84;912,9;36 021,00;46,03;2 375,37;537,1;4 655,42;2 457,80;43,61;45,51;45,81;48,15;34 089,59;26 863,68;1 155,30;12 083,00
